,city,dist_1,dist_2,dist_18,dist_77,dist_3,dist_5,dist_6,dist_14,dist_17,dist_7,dist_8,dist_9,dist_16,dist_15,dist_22,dist_24,dist_12,dist_19,dist_35,dist_25,dist_26,dist_39,type
2016-01-31,12042.0,257.0,638.0,598.0,57.0,515.0,169.0,525.0,666.0,279.0,233.0,401.0,533.0,381.0,1009.0,823.0,949.0,698.0,679.0,715.0,759.0,563.0,595.0,Actual Values
2016-02-29,12224.0,225.0,707.0,579.0,70.0,524.0,173.0,569.0,705.0,285.0,223.0,429.0,574.0,349.0,1018.0,913.0,962.0,686.0,753.0,692.0,755.0,446.0,587.0,Actual Values
2016-03-31,13931.0,277.0,815.0,729.0,52.0,615.0,195.0,677.0,778.0,374.0,245.0,432.0,591.0,438.0,1204.0,990.0,1014.0,693.0,871.0,797.0,880.0,565.0,699.0,Actual Values
2016-04-30,14170.0,252.0,711.0,830.0,60.0,622.0,195.0,628.0,765.0,358.0,278.0,366.0,462.0,418.0,1375.0,1028.0,1154.0,761.0,854.0,846.0,966.0,524.0,717.0,Actual Values
2016-05-31,15367.0,317.0,880.0,843.0,62.0,626.0,195.0,719.0,875.0,382.0,341.0,432.0,534.0,487.0,1364.0,1045.0,1125.0,749.0,1058.0,987.0,997.0,595.0,754.0,Actual Values
2016-06-30,15331.0,274.0,787.0,817.0,62.0,674.0,207.0,890.0,874.0,419.0,336.0,455.0,598.0,491.0,1282.0,1044.0,1103.0,745.0,1137.0,861.0,899.0,650.0,725.0,Actual Values
2016-07-31,14174.0,354.0,754.0,686.0,77.0,605.0,201.0,613.0,792.0,354.0,282.0,411.0,620.0,469.0,1181.0,991.0,1064.0,754.0,994.0,755.0,873.0,586.0,758.0,Actual Values
2016-08-31,15789.0,322.0,766.0,829.0,79.0,680.0,266.0,760.0,875.0,391.0,306.0,465.0,557.0,471.0,1416.0,1025.0,1220.0,806.0,1168.0,827.0,992.0,695.0,873.0,Actual Values
2016-09-30,14482.0,352.0,669.0,774.0,59.0,653.0,222.0,644.0,726.0,376.0,270.0,417.0,584.0,495.0,1241.0,1031.0,1193.0,701.0,1008.0,755.0,999.0,595.0,718.0,Actual Values
2016-10-31,15311.0,304.0,724.0,859.0,70.0,640.0,215.0,628.0,731.0,339.0,289.0,463.0,582.0,492.0,1317.0,1050.0,1259.0,847.0,1252.0,807.0,1039.0,630.0,774.0,Actual Values
2016-11-30,13497.0,233.0,689.0,702.0,44.0,583.0,157.0,562.0,695.0,291.0,256.0,441.0,506.0,406.0,1161.0,925.0,1096.0,737.0,1142.0,744.0,910.0,546.0,671.0,Actual Values
2016-12-31,12783.0,265.0,653.0,695.0,47.0,563.0,197.0,558.0,693.0,311.0,281.0,391.0,488.0,347.0,1101.0,867.0,1012.0,589.0,993.0,731.0,857.0,453.0,691.0,Actual Values
2017-01-31,12970.0,226.0,594.0,714.0,56.0,620.0,168.0,547.0,680.0,378.0,266.0,351.0,510.0,382.0,998.0,859.0,1043.0,692.0,1049.0,692.0,892.0,464.0,789.0,Actual Values
2017-02-28,11830.0,235.0,532.0,624.0,39.0,544.0,165.0,478.0,658.0,306.0,239.0,358.0,492.0,432.0,948.0,767.0,995.0,571.0,999.0,727.0,780.0,375.0,566.0,Actual Values
2017-03-31,12983.0,235.0,607.0,654.0,63.0,565.0,187.0,591.0,701.0,354.0,252.0,377.0,537.0,429.0,1029.0,921.0,905.0,630.0,1086.0,797.0,860.0,500.0,703.0,Actual Values
2017-04-30,13953.0,227.0,702.0,749.0,58.0,615.0,197.0,524.0,719.0,373.0,215.0,354.0,528.0,505.0,1140.0,1050.0,1070.0,744.0,1110.0,797.0,946.0,548.0,782.0,Actual Values
2017-05-31,15066.0,252.0,725.0,722.0,35.0,666.0,202.0,641.0,843.0,410.0,268.0,413.0,566.0,534.0,1198.0,1087.0,1175.0,775.0,1247.0,818.0,977.0,636.0,876.0,Actual Values
2017-06-30,15269.0,251.0,744.0,731.0,78.0,699.0,209.0,693.0,826.0,403.0,286.0,429.0,563.0,593.0,1168.0,1107.0,1262.0,740.0,1302.0,833.0,989.0,589.0,774.0,Actual Values
2017-07-31,15382.0,242.0,798.0,747.0,70.0,696.0,218.0,719.0,862.0,350.0,252.0,448.0,586.0,598.0,1133.0,1047.0,1152.0,882.0,1321.0,890.0,1005.0,591.0,775.0,Actual Values
2017-08-31,15202.0,270.0,732.0,743.0,65.0,659.0,213.0,629.0,818.0,390.0,261.0,431.0,616.0,611.0,1270.0,1031.0,1110.0,838.0,1284.0,830.0,889.0,614.0,898.0,Actual Values
2017-09-30,14702.0,251.0,641.0,729.0,51.0,663.0,203.0,690.0,835.0,383.0,222.0,377.0,562.0,540.0,1157.0,1019.0,1106.0,847.0,1211.0,874.0,843.0,638.0,860.0,Actual Values
2017-10-31,14740.0,233.0,795.0,779.0,55.0,630.0,218.0,647.0,848.0,362.0,249.0,386.0,552.0,575.0,1112.0,1090.0,1251.0,745.0,1152.0,905.0,910.0,488.0,758.0,Actual Values
2017-11-30,13083.0,210.0,587.0,628.0,37.0,586.0,178.0,540.0,828.0,376.0,221.0,338.0,539.0,512.0,1071.0,905.0,997.0,695.0,1015.0,795.0,791.0,526.0,708.0,Actual Values
2017-12-31,12141.0,204.0,611.0,597.0,39.0,518.0,187.0,502.0,788.0,278.0,198.0,354.0,524.0,479.0,946.0,793.0,950.0,661.0,893.0,756.0,773.0,439.0,651.0,Actual Values
2018-01-31,12400.0,213.0,562.0,666.0,63.0,524.0,186.0,549.0,754.0,412.0,232.0,326.0,510.0,446.0,1015.0,816.0,998.0,653.0,905.0,740.0,759.0,409.0,662.0,Actual Values
2018-02-28,11676.0,212.0,498.0,587.0,46.0,485.0,181.0,520.0,735.0,349.0,207.0,316.0,563.0,441.0,993.0,779.0,902.0,690.0,860.0,707.0,671.0,368.0,566.0,Actual Values
2018-03-31,12001.0,185.0,554.0,621.0,46.0,463.0,155.0,514.0,674.0,343.0,235.0,328.0,529.0,475.0,1040.0,817.0,941.0,746.0,938.0,747.0,678.0,355.0,617.0,Actual Values
2018-04-30,13940.0,200.0,622.0,840.0,59.0,559.0,211.0,581.0,792.0,350.0,238.0,380.0,612.0,583.0,1039.0,919.0,1038.0,757.0,1186.0,925.0,810.0,496.0,743.0,Actual Values
2018-05-31,14724.0,241.0,696.0,837.0,45.0,624.0,154.0,642.0,828.0,370.0,244.0,371.0,655.0,634.0,1140.0,950.0,1139.0,712.0,1272.0,926.0,847.0,510.0,887.0,Actual Values
2018-06-30,14585.0,226.0,614.0,709.0,55.0,656.0,174.0,721.0,829.0,426.0,257.0,423.0,642.0,595.0,1013.0,968.0,1113.0,795.0,1188.0,830.0,878.0,553.0,920.0,Actual Values
2018-07-31,14732.0,249.0,609.0,817.0,70.0,636.0,199.0,674.0,888.0,454.0,213.0,440.0,672.0,528.0,990.0,912.0,1148.0,791.0,1286.0,933.0,806.0,500.0,917.0,Actual Values
2018-08-31,14758.0,211.0,572.0,836.0,51.0,684.0,195.0,656.0,840.0,437.0,219.0,423.0,688.0,514.0,1102.0,939.0,1192.0,849.0,1242.0,808.0,846.0,601.0,853.0,Actual Values
2018-09-30,14007.0,239.0,578.0,787.0,53.0,613.0,200.0,662.0,809.0,415.0,219.0,362.0,653.0,446.0,952.0,1016.0,1157.0,646.0,1063.0,853.0,849.0,576.0,859.0,Actual Values
2018-10-31,14320.0,242.0,578.0,872.0,70.0,613.0,210.0,693.0,797.0,400.0,229.0,334.0,746.0,489.0,956.0,1020.0,1227.0,685.0,1002.0,896.0,885.0,557.0,819.0,Actual Values
2018-11-30,12260.0,183.0,555.0,656.0,54.0,548.0,203.0,568.0,601.0,385.0,216.0,356.0,555.0,403.0,944.0,888.0,1030.0,607.0,829.0,772.0,707.0,454.0,746.0,Actual Values
2018-12-31,12706.0,214.0,574.0,622.0,46.0,561.0,222.0,569.0,671.0,360.0,214.0,400.0,568.0,481.0,900.0,930.0,915.0,692.0,849.0,841.0,737.0,531.0,809.0,Actual Values
2019-01-31,12649.0,178.0,517.0,630.0,56.0,586.0,183.0,604.0,668.0,341.0,206.0,344.0,579.0,436.0,919.0,946.0,983.0,707.0,974.0,823.0,763.0,425.0,781.0,Actual Values
2019-02-28,11374.0,168.0,565.0,647.0,46.0,493.0,148.0,558.0,544.0,368.0,191.0,373.0,571.0,366.0,815.0,825.0,897.0,599.0,761.0,717.0,655.0,381.0,686.0,Actual Values
2019-03-31,12717.0,211.0,499.0,633.0,49.0,529.0,163.0,628.0,687.0,369.0,221.0,389.0,578.0,502.0,946.0,867.0,1018.0,649.0,831.0,811.0,811.0,499.0,827.0,Actual Values
2019-04-30,13803.0,239.0,628.0,703.0,56.0,561.0,182.0,708.0,698.0,367.0,213.0,387.0,558.0,630.0,988.0,1045.0,1094.0,657.0,985.0,997.0,796.0,469.0,842.0,Actual Values
2019-05-31,14478.400235232431,240.23758701318417,659.7212935135169,749.2250953430872,46.65593843221273,601.4356324300393,177.66364543947134,723.2550089164865,787.7785146290861,387.3750403063717,238.72705365349879,392.5081862037174,604.2597361397885,607.729182494575,1048.2102094479778,1028.3348662790904,1154.3702889352023,731.5756970141165,1083.7699534512683,966.0413780646786,832.665341251125,559.1850808917295,914.45839055638,Predictions
2019-06-30,14406.411227656741,233.88157025975903,643.7193881915056,731.7174235121862,57.410984633788914,619.5574109988545,187.49629428749634,762.4402273810517,786.631278245772,406.3900289081626,242.14876304233925,424.0711145344994,611.5947038222217,594.5849604757905,1016.4090927883337,1007.9044423524886,1156.3780650406084,730.1416902516797,1110.157807577584,925.4841119911274,831.3123338856733,554.1937970568424,922.4794883598009,Predictions
2019-07-31,14493.13659304269,244.2205496929237,662.2598197838644,765.0895908357463,59.51741914297626,609.7158088119892,191.01542118776428,682.2757484003007,810.7611200758125,410.9505235651119,222.68288735256425,426.507284812537,637.1972566378355,593.3171920540268,1024.8658321178277,1010.0925946958765,1150.0625376326286,769.7834777819082,1169.431784248654,947.3285846578161,804.2920576577387,547.2235445876597,918.6960981857173,Predictions
2019-08-31,14638.47943598924,246.14205947213514,651.4259038278967,780.2918913435384,53.74514234474098,621.4189243985737,208.29145233561792,684.567195649361,807.0299672872235,422.3765793129684,242.0062699099707,423.98871014722334,617.2020502339029,588.5271258459173,1113.0536577251128,1020.332054670015,1164.11555532754,774.864817541762,1198.0727820250543,918.922648482959,821.0412917051519,600.4581800594987,886.2647771147446,Predictions
2019-09-30,13883.894839283512,242.74850465471303,567.7662342825461,745.7546926828102,51.45304534497823,588.2873295069455,190.34926975291796,642.6246031583198,753.8939217213024,380.2036498740349,228.8053425801983,361.71180531041455,612.5847386031008,541.8542696650327,984.4056631843363,1020.9849404218137,1127.936456750843,688.7249617907974,1078.5182803790135,894.5538944647133,798.6462025550492,553.3092223587317,885.6639562372411,Predictions
2019-10-31,14094.680699825338,232.26193851617234,604.4880334945985,785.9052676517042,56.38553289335201,580.8194573635336,199.83144198802756,641.7880227149278,756.2408260774989,364.5290048940239,234.05920565221908,361.19470282356156,642.0043393920216,551.1984028939406,985.232506155083,1053.0002685730205,1192.7875877234412,700.2251616305635,1103.5516148190356,914.012345212157,817.4762056301462,531.0839243642444,864.3210529693014,Predictions
2019-11-30,12722.173934540117,196.75692526032125,534.6588307804012,660.6013090012117,48.83862253763373,530.0803634426857,182.32802351810238,593.5048977786414,704.765756244194,325.39001272391397,206.20468855231206,350.1256222741559,557.897823723064,496.34616456346646,910.8571365937363,929.9762489950058,1048.3028194315807,606.3371210607569,989.9695992469433,834.7774484533825,717.5843791079328,475.4222420645956,828.2186103437625,Predictions
2019-12-31,12367.143954739624,202.0931813238768,522.7238245017429,627.7039954075777,47.162318884961365,518.5007030077525,193.39473889541856,566.1582266663332,703.857800772991,300.7022848004078,215.5774200970695,334.5586661782094,511.408185339069,475.9872469277748,874.3361718364622,894.4816517760325,981.2750652341199,583.9884199196263,940.8819872904695,797.3746187893682,710.3908633348494,453.63038996643763,853.1866644781511,Predictions
2020-01-31,12246.319171641018,186.56458370717894,491.0588370667864,634.9899611088093,54.233069165884174,510.49685567775623,169.69791296982433,558.9308640313244,662.8791671920384,312.9564104371124,200.05790500859567,298.9612915081741,532.765236522463,479.583215659729,845.4637273603871,882.4510831732684,1015.5392988128574,595.9308879224682,936.6288731893818,795.6936117748218,708.4558040631355,438.98171624306815,837.3249367329806,Predictions
2020-02-29,11519.68644135999,180.20304788906685,439.8870504517767,555.9950303738893,48.373805070790944,467.70770149068136,146.97490936853848,531.8460404637028,629.0038305835578,287.4854025676142,180.75382991413525,267.8510609892666,487.64469932610444,456.80915863462485,778.4481113581899,841.7298866780609,954.2703437322168,541.2628916828121,867.4967082452365,737.002916466538,628.7031075300366,372.2491681704765,791.4044103129445,Predictions
2020-03-31,12602.598471134637,193.7731870128885,539.593872779345,636.2037911765204,49.04744467500125,511.690015658338,171.37821165520418,606.3925082623132,669.4568147102507,327.1704735672794,202.85637178522896,335.7446293949119,561.6235738793836,522.1042302901027,925.5945664787824,915.1278755872407,1013.9679623712287,612.0596468845945,992.3742527733253,853.177007080732,736.4956666906726,442.4011090402857,851.4596835768506,Predictions
2020-04-30,13508.698266304396,205.45872940031143,579.6448520611292,725.8273834038893,53.238425570159635,557.1110973628189,175.655154726181,597.2869625543537,713.7708783290427,339.4146289546858,203.67099798638122,329.4978987241842,570.190650636136,589.2785009353112,961.7073445858325,1026.5758964522615,1090.7263837068285,653.7965925274633,1043.8401808269218,926.5614982287831,772.6765469981527,475.7994927101357,854.9682616344224,Predictions
2020-05-31,14180.583706177613,227.52275106277048,640.1923005542635,747.9752240918294,48.124904224551,590.7266316421038,178.46020198980762,665.1467351092908,780.3108976516643,362.556910509357,226.52044265211333,362.15053001264357,605.6427001262105,609.6954245241644,1011.5052877260246,1025.6618532513617,1146.2685186029375,708.094967461526,1119.3050696740181,956.5173814612606,802.1458346026938,536.9777064917504,884.294812285926,Predictions
