dispatch_date,Vandalism/Criminal Mischief,DISTRICT_,Robbery Firearm,Thefts,Other Assaults,Theft from Vehicle,Fraud,Aggravated Assault No Firearm,Burglary Non-Residential,Forgery and Counterfeiting,Disorderly Conduct,Burglary Residential,All Other Offenses,Aggravated Assault Firearm,Robbery No Firearm,Narcotic / Drug Law Violations,Vagrancy/Loitering,Other Sex Offenses (Not Commercialized),Arson,Rape,Liquor Law Violations,Weapon Violations,Embezzlement,Public Drunkenness,Prostitution and Commercialized Vice,Receiving Stolen Property,Offenses Against Family and Children,Gambling Violations,DRIVING UNDER THE INFLUENCE,Recovered Stolen Motor Vehicle,Motor Vehicle Theft,Homicide - Criminal,Homicide - Criminal ,Homicide - Justifiable ,Homicide - Gross Negligence
2014-03-31,54,24,12.0,91,113,47,22,32.0,2.0,0.0,16.0,34.0,344,20.0,12.0,153.0,0.0,5.0,5.0,11.0,0.0,2.0,4.0,1.0,39.0,0.0,1.0,0.0,35.0,85,17.0,1.0,0.0,0.0,0.0
2014-04-30,69,24,14.0,89,114,64,19,25.0,11.0,0.0,13.0,44.0,467,11.0,28.0,167.0,0.0,8.0,2.0,11.0,1.0,4.0,2.0,4.0,54.0,0.0,1.0,0.0,36.0,46,13.0,0.0,0.0,0.0,0.0
2014-05-31,64,24,19.0,108,121,38,26,38.0,20.0,1.0,16.0,39.0,434,22.0,34.0,202.0,0.0,8.0,0.0,7.0,0.0,10.0,1.0,10.0,40.0,1.0,1.0,0.0,31.0,56,8.0,1.0,1.0,0.0,0.0
2014-06-30,85,24,13.0,107,124,51,44,37.0,13.0,1.0,23.0,42.0,333,8.0,31.0,185.0,0.0,5.0,3.0,6.0,0.0,6.0,3.0,4.0,55.0,0.0,4.0,0.0,23.0,54,13.0,0.0,0.0,0.0,0.0
2014-07-31,87,24,21.0,148,126,65,40,29.0,67.0,0.0,15.0,46.0,366,22.0,30.0,165.0,0.0,6.0,4.0,12.0,1.0,3.0,1.0,4.0,39.0,1.0,12.0,0.0,17.0,70,20.0,1.0,0.0,0.0,0.0
2014-08-31,80,24,15.0,116,85,68,25,34.0,26.0,3.0,19.0,45.0,249,13.0,27.0,154.0,0.0,3.0,7.0,6.0,1.0,10.0,0.0,3.0,37.0,0.0,1.0,0.0,31.0,72,19.0,1.0,0.0,0.0,0.0
2014-09-30,83,24,17.0,122,104,63,104,38.0,9.0,0.0,25.0,35.0,315,16.0,30.0,144.0,0.0,7.0,3.0,14.0,1.0,14.0,2.0,6.0,50.0,0.0,1.0,0.0,22.0,60,14.0,4.0,0.0,0.0,0.0
2014-10-31,79,24,21.0,94,146,73,94,31.0,11.0,2.0,27.0,34.0,284,17.0,32.0,160.0,15.0,5.0,5.0,11.0,0.0,11.0,2.0,9.0,33.0,0.0,5.0,0.0,19.0,62,19.0,1.0,0.0,0.0,0.0
2014-11-30,60,24,15.0,126,99,55,80,29.0,4.0,1.0,42.0,36.0,305,13.0,19.0,126.0,9.0,6.0,7.0,6.0,1.0,7.0,1.0,7.0,35.0,1.0,1.0,0.0,25.0,50,14.0,0.0,0.0,0.0,0.0
2014-12-31,55,24,16.0,98,119,64,65,20.0,6.0,4.0,28.0,37.0,261,11.0,26.0,112.0,11.0,4.0,0.0,8.0,2.0,2.0,0.0,4.0,33.0,0.0,0.0,0.0,21.0,37,11.0,5.0,0.0,0.0,0.0
2015-01-31,55,24,25.0,109,93,37,54,24.0,15.0,2.0,22.0,40.0,220,13.0,26.0,146.0,7.0,3.0,3.0,11.0,1.0,9.0,3.0,3.0,43.0,0.0,2.0,0.0,26.0,50,17.0,0.0,0.0,0.0,0.0
2015-02-28,49,24,6.0,58,88,38,40,27.0,29.0,3.0,22.0,15.0,182,12.0,23.0,161.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,31.0,0.0,2.0,1.0,11.0,36,11.0,0.0,0.0,0.0,0.0
2015-03-31,49,24,13.0,96,97,46,67,25.0,12.0,1.0,32.0,17.0,259,6.0,32.0,144.0,10.0,11.0,1.0,6.0,0.0,3.0,1.0,3.0,33.0,0.0,2.0,0.0,18.0,37,16.0,1.0,1.0,0.0,0.0
2015-04-30,63,24,17.0,104,107,39,68,34.0,23.0,0.0,28.0,18.0,351,17.0,32.0,170.0,17.0,9.0,2.0,3.0,1.0,5.0,2.0,2.0,27.0,1.0,4.0,0.0,16.0,38,10.0,0.0,0.0,0.0,0.0
2015-05-31,76,24,17.0,122,125,42,41,44.0,13.0,0.0,29.0,18.0,482,24.0,30.0,117.0,10.0,7.0,5.0,7.0,0.0,8.0,1.0,6.0,20.0,0.0,1.0,0.0,39.0,57,12.0,3.0,0.0,0.0,0.0
2015-06-30,67,24,13.0,107,110,40,44,25.0,7.0,0.0,22.0,30.0,450,20.0,24.0,166.0,21.0,2.0,6.0,5.0,0.0,10.0,4.0,0.0,25.0,0.0,0.0,0.0,24.0,65,6.0,3.0,1.0,0.0,0.0
2015-07-31,84,24,20.0,112,108,35,54,35.0,19.0,0.0,17.0,19.0,486,18.0,28.0,145.0,25.0,7.0,3.0,8.0,0.0,6.0,0.0,7.0,20.0,0.0,8.0,0.0,35.0,63,18.0,3.0,1.0,0.0,0.0
2015-08-31,83,24,20.0,105,103,54,42,28.0,25.0,2.0,23.0,27.0,414,22.0,26.0,167.0,22.0,4.0,6.0,4.0,1.0,9.0,1.0,4.0,32.0,0.0,2.0,0.0,38.0,69,8.0,5.0,0.0,0.0,0.0
2015-09-30,83,24,17.0,126,109,59,45,24.0,10.0,0.0,21.0,23.0,254,18.0,26.0,135.0,0.0,5.0,2.0,2.0,0.0,6.0,0.0,2.0,15.0,0.0,0.0,0.0,32.0,49,16.0,1.0,0.0,0.0,0.0
2015-10-31,72,24,22.0,123,111,69,51,23.0,3.0,2.0,15.0,27.0,296,14.0,35.0,174.0,0.0,11.0,3.0,8.0,1.0,13.0,5.0,4.0,21.0,1.0,0.0,0.0,28.0,53,10.0,2.0,0.0,0.0,0.0
2015-11-30,68,24,19.0,121,82,45,61,33.0,9.0,3.0,19.0,21.0,241,19.0,28.0,171.0,0.0,4.0,4.0,6.0,0.0,11.0,2.0,4.0,18.0,0.0,0.0,0.0,37.0,59,14.0,4.0,0.0,0.0,0.0
2015-12-31,74,24,20.0,118,82,50,40,33.0,12.0,0.0,15.0,23.0,176,18.0,23.0,122.0,0.0,4.0,5.0,12.0,4.0,8.0,7.0,1.0,19.0,0.0,1.0,0.0,31.0,53,11.0,2.0,0.0,0.0,0.0
2016-01-31,51,24,11.0,121,82,62,40,18.0,4.0,0.0,9.0,14.0,171,7.0,26.0,148.0,3.0,6.0,2.0,6.0,0.0,17.0,0.0,2.0,27.0,1.0,0.0,0.0,33.0,67,18.0,3.0,0.0,0.0,0.0
2016-02-29,82,24,17.0,91,109,50,51,26.0,5.0,3.0,15.0,14.0,155,8.0,13.0,155.0,0.0,6.0,4.0,6.0,0.0,19.0,2.0,1.0,13.0,0.0,1.0,0.0,34.0,67,15.0,0.0,0.0,0.0,0.0
2016-03-31,85,24,5.0,102,124,41,45,34.0,2.0,3.0,12.0,20.0,160,9.0,21.0,203.0,0.0,0.0,1.0,4.0,0.0,7.0,4.0,0.0,24.0,0.0,1.0,0.0,39.0,55,11.0,2.0,0.0,0.0,0.0
2016-04-30,51,24,12.0,117,111,41,28,36.0,11.0,0.0,19.0,22.0,308,13.0,30.0,184.0,0.0,7.0,5.0,10.0,0.0,6.0,1.0,2.0,32.0,1.0,1.0,0.0,54.0,34,14.0,4.0,0.0,0.0,0.0
2016-05-31,71,24,13.0,107,121,55,51,32.0,11.0,1.0,19.0,21.0,228,15.0,28.0,194.0,0.0,5.0,2.0,6.0,0.0,8.0,1.0,1.0,24.0,0.0,0.0,0.0,47.0,48,15.0,0.0,1.0,0.0,0.0
2016-06-30,71,24,7.0,112,108,54,56,29.0,18.0,2.0,8.0,27.0,243,19.0,35.0,159.0,0.0,4.0,3.0,4.0,0.0,7.0,2.0,2.0,19.0,0.0,4.0,0.0,44.0,56,8.0,2.0,0.0,0.0,0.0
2016-07-31,73,24,16.0,142,111,72,67,30.0,4.0,0.0,10.0,28.0,221,16.0,25.0,107.0,0.0,3.0,4.0,8.0,0.0,8.0,0.0,1.0,10.0,0.0,0.0,0.0,33.0,52,19.0,3.0,1.0,0.0,0.0
2016-08-31,78,24,18.0,164,106,63,49,32.0,12.0,0.0,8.0,25.0,315,12.0,32.0,130.0,0.0,4.0,2.0,9.0,0.0,5.0,2.0,5.0,31.0,0.0,0.0,0.0,26.0,78,9.0,4.0,0.0,0.0,0.0
2016-09-30,54,24,17.0,136,116,53,52,40.0,15.0,0.0,23.0,21.0,340,18.0,33.0,122.0,0.0,0.0,4.0,5.0,0.0,15.0,2.0,1.0,18.0,1.0,1.0,0.0,19.0,70,11.0,1.0,0.0,0.0,0.0
2016-10-31,93,24,12.0,134,105,81,55,30.0,9.0,0.0,15.0,19.0,342,16.0,21.0,179.0,0.0,2.0,3.0,9.0,0.0,17.0,2.0,2.0,26.0,1.0,3.0,0.0,17.0,52,5.0,4.0,0.0,0.0,0.0
2016-11-30,83,24,14.0,116,98,63,45,20.0,8.0,1.0,7.0,17.0,296,23.0,28.0,156.0,0.0,3.0,1.0,5.0,0.0,13.0,1.0,1.0,14.0,1.0,1.0,0.0,12.0,54,11.0,1.0,2.0,0.0,0.0
2016-12-31,51,24,15.0,107,78,68,41,30.0,7.0,0.0,9.0,21.0,227,8.0,17.0,189.0,0.0,2.0,3.0,2.0,0.0,10.0,4.0,0.0,45.0,1.0,0.0,0.0,25.0,40,9.0,1.0,1.0,0.0,0.0
2017-01-31,61,24,13.0,127,97,37,53,28.0,5.0,0.0,13.0,15.0,248,11.0,21.0,169.0,0.0,4.0,2.0,5.0,0.0,10.0,8.0,0.0,18.0,2.0,1.0,0.0,18.0,66,9.0,2.0,0.0,0.0,0.0
2017-02-28,53,24,9.0,88,93,60,64,25.0,6.0,0.0,14.0,10.0,251,14.0,18.0,172.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,17.0,0.0,1.0,1.0,23.0,48,10.0,4.0,2.0,0.0,0.0
2017-03-31,49,24,12.0,103,95,37,43,19.0,6.0,1.0,8.0,15.0,168,12.0,28.0,171.0,0.0,3.0,2.0,6.0,0.0,10.0,2.0,0.0,15.0,0.0,0.0,0.0,16.0,68,14.0,1.0,1.0,0.0,0.0
2017-04-30,69,24,13.0,92,99,52,36,29.0,4.0,2.0,6.0,17.0,285,12.0,24.0,202.0,0.0,2.0,5.0,8.0,0.0,15.0,3.0,2.0,23.0,0.0,2.0,0.0,18.0,39,7.0,2.0,1.0,0.0,0.0
2017-05-31,73,24,12.0,130,114,58,64,36.0,3.0,1.0,8.0,19.0,245,17.0,35.0,192.0,0.0,5.0,1.0,11.0,0.0,20.0,0.0,2.0,29.0,0.0,2.0,0.0,16.0,60,13.0,4.0,2.0,0.0,0.0
2017-06-30,51,24,14.0,117,105,67,65,36.0,8.0,0.0,4.0,24.0,270,27.0,32.0,250.0,0.0,4.0,2.0,6.0,0.0,12.0,3.0,0.0,54.0,0.0,2.0,0.0,45.0,48,13.0,2.0,0.0,0.0,0.0
2017-07-31,72,24,9.0,126,109,59,48,48.0,5.0,0.0,5.0,19.0,236,21.0,21.0,189.0,0.0,3.0,2.0,6.0,0.0,12.0,2.0,2.0,29.0,1.0,1.0,0.0,36.0,75,16.0,0.0,0.0,0.0,0.0
2017-08-31,67,24,15.0,108,104,69,72,32.0,10.0,1.0,10.0,19.0,226,15.0,28.0,156.0,0.0,5.0,1.0,6.0,0.0,13.0,2.0,1.0,23.0,0.0,0.0,0.0,31.0,78,17.0,0.0,1.0,0.0,0.0
2017-09-30,80,24,7.0,128,122,73,82,36.0,12.0,0.0,17.0,16.0,169,24.0,27.0,170.0,0.0,4.0,4.0,7.0,0.0,14.0,2.0,1.0,10.0,0.0,0.0,0.0,25.0,55,17.0,0.0,0.0,0.0,0.0
2017-10-31,64,24,9.0,121,119,85,83,28.0,11.0,2.0,10.0,13.0,174,10.0,18.0,276.0,0.0,2.0,4.0,5.0,0.0,21.0,2.0,1.0,73.0,0.0,2.0,0.0,21.0,70,14.0,1.0,1.0,0.0,0.0
2017-11-30,72,24,17.0,78,96,59,68,21.0,8.0,1.0,10.0,17.0,161,13.0,30.0,219.0,0.0,5.0,0.0,5.0,0.0,15.0,2.0,0.0,15.0,0.0,0.0,0.0,23.0,50,9.0,2.0,0.0,0.0,0.0
2017-12-31,64,24,13.0,109,93,41,52,20.0,8.0,0.0,2.0,3.0,173,13.0,22.0,183.0,0.0,2.0,4.0,8.0,0.0,23.0,1.0,0.0,31.0,2.0,0.0,0.0,18.0,52,11.0,2.0,0.0,0.0,0.0
2018-01-31,54,24,10.0,95,83,53,82,22.0,5.0,1.0,7.0,14.0,170,14.0,15.0,238.0,0.0,7.0,1.0,5.0,0.0,13.0,5.0,0.0,8.0,0.0,0.0,0.0,22.0,63,11.0,0.0,0.0,0.0,0.0
2018-02-28,50,24,10.0,108,115,40,50,22.0,6.0,0.0,3.0,7.0,132,10.0,9.0,207.0,0.0,3.0,4.0,4.0,0.0,11.0,2.0,1.0,15.0,0.0,0.0,1.0,28.0,53,8.0,2.0,1.0,0.0,0.0
2018-03-31,65,24,16.0,80,118,46,63,23.0,3.0,1.0,6.0,15.0,119,8.0,17.0,245.0,0.0,6.0,4.0,2.0,1.0,13.0,5.0,2.0,14.0,0.0,1.0,0.0,14.0,41,13.0,0.0,0.0,0.0,0.0
2018-04-30,63,24,6.0,95,123,58,87,42.0,8.0,0.0,4.0,23.0,144,16.0,20.0,230.0,0.0,4.0,1.0,1.0,0.0,12.0,5.0,2.0,10.0,0.0,0.0,0.0,22.0,50,12.0,0.0,0.0,0.0,0.0
2018-05-31,63,24,16.0,106,158,68,73,40.0,2.0,0.0,11.0,20.0,167,19.0,35.0,219.0,0.0,5.0,5.0,3.0,0.0,19.0,1.0,0.0,15.0,0.0,0.0,0.0,25.0,51,17.0,1.0,0.0,0.0,0.0
2018-06-30,53,24,16.0,99,116,64,76,31.0,10.0,1.0,18.0,17.0,161,5.0,33.0,211.0,0.0,8.0,3.0,4.0,3.0,16.0,0.0,1.0,30.0,0.0,1.0,0.0,66.0,60,6.0,3.0,1.0,0.0,0.0
2018-07-31,54,24,12.0,124,134,60,89,42.0,9.0,0.0,14.0,19.0,125,13.0,29.0,216.0,0.0,8.0,4.0,9.0,0.0,9.0,3.0,0.0,14.0,0.0,0.0,0.0,70.0,70,18.0,3.0,0.0,0.0,0.0
2018-08-31,73,24,16.0,102,114,74,91,46.0,8.0,0.0,12.0,14.0,172,16.0,19.0,240.0,0.0,4.0,3.0,8.0,0.0,18.0,2.0,0.0,15.0,0.0,1.0,0.0,65.0,60,12.0,5.0,2.0,0.0,0.0
2018-09-30,66,24,20.0,126,149,87,65,39.0,5.0,0.0,5.0,19.0,150,10.0,27.0,228.0,0.0,3.0,1.0,10.0,1.0,12.0,1.0,1.0,19.0,0.0,1.0,0.0,37.0,59,15.0,1.0,0.0,0.0,0.0
2018-10-31,67,24,15.0,114,136,70,89,43.0,12.0,0.0,6.0,23.0,156,26.0,32.0,242.0,0.0,4.0,3.0,8.0,0.0,21.0,0.0,1.0,54.0,1.0,3.0,0.0,21.0,63,17.0,0.0,0.0,0.0,0.0
2018-11-30,63,24,14.0,87,124,51,98,39.0,5.0,1.0,9.0,33.0,102,22.0,23.0,215.0,0.0,6.0,6.0,3.0,0.0,15.0,7.0,0.0,12.0,1.0,2.0,0.0,11.0,59,20.0,2.0,0.0,0.0,0.0
2018-12-31,48,24,16.0,80,100,31,47,32.0,8.0,2.0,6.0,12.0,114,15.0,23.0,238.0,0.0,4.0,3.0,7.0,0.0,14.0,4.0,0.0,9.0,1.0,0.0,0.0,13.0,74,10.0,3.0,1.0,0.0,0.0
2019-01-31,54,24,10.0,74,122,43,61,32.0,7.0,1.0,2.0,11.0,140,11.0,11.0,256.0,0.0,6.0,3.0,2.0,0.0,17.0,3.0,0.0,31.0,0.0,0.0,0.0,12.0,63,10.0,1.0,0.0,0.0,0.0
2019-02-28,52,24,10.0,67,106,37,64,34.0,8.0,2.0,4.0,12.0,122,9.0,22.0,223.0,0.0,7.0,1.0,3.0,1.0,15.0,3.0,0.0,16.0,0.0,3.0,0.0,19.0,48,7.0,2.0,0.0,0.0,0.0
2019-03-31,46,24,8.0,74,107,37,54,24.0,8.0,1.0,6.0,12.0,204,14.0,27.0,283.0,0.0,5.0,5.0,9.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,19.0,40,9.0,5.0,0.0,0.0,0.0
2019-04-30,61,24,13.0,95,171,51,35,41.0,6.0,0.0,9.0,15.0,214,19.0,29.0,216.0,0.0,2.0,4.0,4.0,0.0,15.0,0.0,1.0,15.0,0.0,0.0,0.0,13.0,51,14.0,0.0,0.0,0.0,0.0
2019-05-31,43,24,6.0,58,68,18,17,25.0,5.0,1.0,8.0,6.0,127,15.0,15.0,134.0,0.0,2.0,2.0,3.0,0.0,5.0,1.0,0.0,7.0,0.0,1.0,0.0,18.0,32,10.0,0.0,0.0,0.0,0.0
2006-01-31,129,12,35.0,53,112,88,41,24.0,15.0,2.0,10.0,46.0,225,23.0,25.0,50.0,2.0,11.0,5.0,7.0,0.0,12.0,1.0,16.0,0.0,0.0,4.0,0.0,31.0,88,70.0,1.0,0.0,0.0,0.0
2006-02-28,94,12,12.0,41,68,56,24,29.0,6.0,3.0,11.0,26.0,203,16.0,18.0,41.0,4.0,10.0,3.0,4.0,1.0,13.0,0.0,10.0,3.0,0.0,2.0,0.0,29.0,81,50.0,5.0,0.0,0.0,0.0
2006-03-31,123,12,27.0,42,116,75,29,45.0,17.0,0.0,8.0,33.0,296,27.0,31.0,46.0,1.0,7.0,4.0,4.0,0.0,15.0,0.0,3.0,6.0,0.0,0.0,0.0,27.0,55,39.0,0.0,0.0,0.0,0.0
2006-04-30,117,12,28.0,53,117,102,28,53.0,9.0,1.0,18.0,33.0,252,20.0,25.0,62.0,0.0,9.0,5.0,6.0,0.0,10.0,0.0,0.0,6.0,0.0,1.0,0.0,33.0,73,63.0,1.0,1.0,0.0,0.0
2006-05-31,171,12,37.0,58,145,119,41,35.0,14.0,1.0,4.0,48.0,205,30.0,32.0,31.0,0.0,4.0,8.0,7.0,0.0,18.0,2.0,1.0,10.0,0.0,1.0,0.0,13.0,79,47.0,3.0,0.0,0.0,0.0
2006-06-30,138,12,31.0,78,131,135,34,41.0,13.0,1.0,5.0,29.0,215,26.0,18.0,32.0,0.0,9.0,5.0,3.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,0.0,21.0,80,54.0,4.0,1.0,1.0,0.0
2006-07-31,130,12,53.0,86,163,93,34,55.0,15.0,0.0,6.0,33.0,248,38.0,23.0,39.0,0.0,11.0,2.0,13.0,0.0,12.0,0.0,0.0,1.0,1.0,3.0,0.0,21.0,93,81.0,8.0,0.0,0.0,0.0
2006-08-31,111,12,33.0,86,159,86,49,61.0,19.0,1.0,3.0,48.0,178,27.0,24.0,44.0,0.0,6.0,4.0,5.0,0.0,8.0,1.0,0.0,13.0,0.0,4.0,0.0,16.0,102,100.0,1.0,0.0,0.0,0.0
2006-09-30,118,12,17.0,76,139,96,28,41.0,20.0,0.0,4.0,51.0,166,44.0,31.0,56.0,0.0,6.0,4.0,5.0,0.0,14.0,3.0,0.0,7.0,0.0,2.0,0.0,29.0,111,67.0,0.0,0.0,0.0,0.0
2006-10-31,130,12,37.0,69,162,119,36,42.0,4.0,3.0,30.0,58.0,312,23.0,27.0,80.0,0.0,11.0,3.0,6.0,0.0,21.0,1.0,0.0,8.0,1.0,0.0,0.0,39.0,81,77.0,7.0,1.0,2.0,0.0
2006-11-30,135,12,39.0,60,143,120,29,45.0,8.0,0.0,16.0,58.0,193,19.0,17.0,52.0,3.0,8.0,2.0,3.0,0.0,19.0,3.0,0.0,17.0,1.0,0.0,0.0,24.0,93,71.0,3.0,0.0,0.0,0.0
2006-12-31,128,12,38.0,67,138,87,23,40.0,16.0,2.0,8.0,77.0,217,20.0,34.0,59.0,1.0,9.0,3.0,13.0,0.0,11.0,1.0,3.0,14.0,1.0,0.0,0.0,42.0,85,68.0,1.0,0.0,0.0,0.0
2007-01-31,90,12,33.0,68,126,102,40,32.0,11.0,4.0,16.0,56.0,199,28.0,29.0,93.0,0.0,10.0,3.0,3.0,0.0,19.0,1.0,1.0,17.0,3.0,1.0,0.0,38.0,86,62.0,6.0,1.0,0.0,0.0
2007-02-28,88,12,16.0,53,118,61,37,41.0,8.0,2.0,11.0,28.0,127,14.0,17.0,76.0,0.0,10.0,1.0,4.0,0.0,12.0,3.0,1.0,4.0,0.0,1.0,0.0,43.0,69,48.0,2.0,1.0,1.0,0.0
2007-03-31,90,12,18.0,66,145,85,40,33.0,6.0,3.0,19.0,33.0,186,22.0,23.0,109.0,0.0,18.0,3.0,14.0,0.0,27.0,0.0,4.0,21.0,2.0,0.0,0.0,61.0,64,63.0,2.0,0.0,0.0,0.0
2007-04-30,106,12,23.0,68,136,84,40,44.0,7.0,3.0,8.0,48.0,225,16.0,29.0,113.0,0.0,12.0,4.0,5.0,1.0,16.0,1.0,3.0,9.0,1.0,2.0,1.0,34.0,79,43.0,2.0,0.0,0.0,0.0
2007-05-31,111,12,19.0,68,179,83,33,56.0,5.0,1.0,13.0,36.0,310,27.0,20.0,88.0,0.0,9.0,6.0,7.0,0.0,11.0,0.0,1.0,11.0,1.0,0.0,0.0,24.0,82,30.0,0.0,0.0,1.0,0.0
2007-06-30,117,12,21.0,89,148,73,46,48.0,15.0,0.0,19.0,49.0,190,24.0,24.0,69.0,0.0,8.0,2.0,6.0,1.0,7.0,2.0,1.0,5.0,1.0,0.0,0.0,43.0,91,43.0,3.0,0.0,0.0,0.0
2007-07-31,110,12,18.0,60,101,89,58,61.0,11.0,2.0,15.0,55.0,245,27.0,22.0,95.0,1.0,6.0,3.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,6.0,1.0,31.0,101,42.0,4.0,0.0,0.0,0.0
2007-08-31,130,12,33.0,72,120,77,38,51.0,14.0,1.0,28.0,52.0,195,21.0,20.0,55.0,0.0,9.0,4.0,3.0,6.0,12.0,1.0,3.0,6.0,1.0,1.0,0.0,40.0,109,51.0,4.0,0.0,0.0,0.0
2007-09-30,101,12,39.0,56,122,94,51,51.0,10.0,5.0,11.0,53.0,145,23.0,16.0,58.0,0.0,7.0,1.0,12.0,0.0,5.0,0.0,1.0,11.0,0.0,3.0,1.0,35.0,91,47.0,1.0,0.0,0.0,0.0
2007-10-31,111,12,31.0,65,126,119,38,42.0,17.0,3.0,13.0,61.0,212,21.0,21.0,57.0,1.0,9.0,1.0,3.0,0.0,15.0,3.0,4.0,12.0,1.0,3.0,1.0,31.0,109,40.0,3.0,0.0,0.0,0.0
2007-11-30,97,12,29.0,51,104,84,36,39.0,12.0,1.0,10.0,66.0,188,16.0,18.0,55.0,1.0,7.0,0.0,7.0,0.0,9.0,1.0,0.0,6.0,0.0,1.0,0.0,43.0,80,27.0,2.0,0.0,0.0,0.0
2007-12-31,96,12,29.0,51,122,70,39,28.0,4.0,5.0,12.0,54.0,236,17.0,18.0,75.0,0.0,6.0,0.0,5.0,3.0,15.0,5.0,1.0,6.0,0.0,2.0,1.0,55.0,82,24.0,4.0,0.0,0.0,0.0
2008-01-31,92,12,19.0,60,125,82,41,36.0,6.0,5.0,10.0,43.0,229,20.0,28.0,48.0,1.0,6.0,5.0,2.0,0.0,10.0,0.0,3.0,7.0,0.0,2.0,0.0,63.0,105,22.0,0.0,1.0,0.0,0.0
2008-02-29,70,12,11.0,48,103,73,35,42.0,6.0,3.0,28.0,45.0,215,10.0,20.0,75.0,1.0,7.0,1.0,8.0,1.0,7.0,1.0,3.0,7.0,0.0,2.0,1.0,46.0,64,14.0,1.0,0.0,0.0,0.0
2008-03-31,107,12,15.0,49,146,64,41,32.0,8.0,0.0,12.0,42.0,276,23.0,19.0,87.0,0.0,12.0,4.0,5.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,0.0,45.0,73,25.0,1.0,0.0,0.0,0.0
2008-04-30,97,12,11.0,75,124,106,40,42.0,5.0,1.0,27.0,43.0,232,25.0,22.0,93.0,0.0,7.0,2.0,8.0,0.0,12.0,3.0,1.0,13.0,0.0,2.0,0.0,36.0,71,21.0,2.0,0.0,0.0,0.0
2008-05-31,95,12,26.0,66,120,100,40,60.0,7.0,2.0,17.0,60.0,291,28.0,20.0,98.0,4.0,10.0,2.0,8.0,0.0,10.0,0.0,1.0,22.0,2.0,0.0,0.0,38.0,77,22.0,2.0,1.0,0.0,0.0
2008-06-30,108,12,18.0,90,131,85,63,57.0,10.0,2.0,16.0,46.0,265,32.0,24.0,83.0,8.0,7.0,7.0,8.0,0.0,7.0,2.0,0.0,0.0,1.0,2.0,0.0,27.0,76,19.0,2.0,0.0,0.0,0.0
2008-07-31,121,12,31.0,86,122,108,47,55.0,13.0,9.0,13.0,51.0,205,31.0,22.0,73.0,6.0,7.0,9.0,4.0,0.0,8.0,1.0,1.0,14.0,0.0,2.0,2.0,29.0,99,42.0,2.0,0.0,0.0,0.0
2008-08-31,103,12,21.0,85,116,86,51,47.0,16.0,3.0,20.0,42.0,261,24.0,29.0,127.0,4.0,11.0,1.0,13.0,0.0,5.0,1.0,3.0,6.0,0.0,0.0,2.0,30.0,74,28.0,3.0,1.0,0.0,0.0
2008-09-30,94,12,30.0,66,113,82,50,40.0,9.0,2.0,25.0,49.0,225,16.0,18.0,97.0,5.0,7.0,3.0,9.0,1.0,15.0,3.0,4.0,11.0,0.0,1.0,3.0,30.0,76,14.0,2.0,0.0,0.0,0.0
2008-10-31,118,12,30.0,61,109,73,47,46.0,9.0,1.0,28.0,42.0,164,37.0,21.0,70.0,2.0,4.0,7.0,1.0,0.0,16.0,7.0,1.0,7.0,2.0,1.0,0.0,39.0,74,12.0,1.0,0.0,0.0,0.0
2008-11-30,97,12,44.0,50,80,63,34,36.0,4.0,0.0,8.0,47.0,121,21.0,20.0,52.0,12.0,2.0,4.0,3.0,0.0,10.0,4.0,0.0,6.0,0.0,2.0,0.0,49.0,71,9.0,3.0,0.0,0.0,0.0
2008-12-31,83,12,31.0,63,88,50,50,35.0,5.0,2.0,22.0,47.0,134,18.0,15.0,66.0,16.0,8.0,2.0,3.0,0.0,18.0,1.0,1.0,0.0,0.0,3.0,0.0,58.0,73,7.0,3.0,1.0,0.0,0.0
2009-01-31,74,12,30.0,58,104,39,35,25.0,7.0,0.0,15.0,36.0,179,15.0,21.0,67.0,10.0,4.0,2.0,6.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,47,13.0,0.0,0.0,0.0,0.0
2009-02-28,51,12,15.0,53,99,34,31,22.0,4.0,3.0,38.0,33.0,203,11.0,20.0,93.0,21.0,4.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,47.0,43,13.0,2.0,0.0,0.0,0.0
2009-03-31,93,12,16.0,65,150,43,36,31.0,4.0,3.0,32.0,41.0,196,13.0,20.0,102.0,15.0,5.0,1.0,7.0,0.0,11.0,3.0,0.0,8.0,0.0,2.0,0.0,44.0,44,9.0,1.0,0.0,0.0,0.0
2009-04-30,81,12,17.0,56,112,39,35,43.0,2.0,2.0,34.0,40.0,206,14.0,20.0,107.0,2.0,7.0,3.0,5.0,0.0,14.0,2.0,3.0,4.0,0.0,0.0,3.0,33.0,46,11.0,2.0,0.0,0.0,0.0
