dispatch_date,Vandalism/Criminal Mischief,DISTRICT_,Robbery Firearm,Thefts,Other Assaults,Theft from Vehicle,Fraud,Aggravated Assault No Firearm,Burglary Non-Residential,Forgery and Counterfeiting,Disorderly Conduct,Burglary Residential,All Other Offenses,Aggravated Assault Firearm,Robbery No Firearm,Narcotic / Drug Law Violations,Vagrancy/Loitering,Other Sex Offenses (Not Commercialized),Arson,Rape,Liquor Law Violations,Weapon Violations,Embezzlement,Public Drunkenness,Prostitution and Commercialized Vice,Receiving Stolen Property,Offenses Against Family and Children,Gambling Violations,DRIVING UNDER THE INFLUENCE,Recovered Stolen Motor Vehicle,Motor Vehicle Theft,Homicide - Criminal,Homicide - Criminal ,Homicide - Justifiable ,Homicide - Gross Negligence
2013-02-28,41,18,11.0,105,84,27,32,24.0,4.0,1.0,16.0,37.0,91,2.0,16.0,33.0,0.0,4.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,17.0,13,4.0,2.0,0.0,0.0,0.0
2013-03-31,52,18,9.0,110,105,34,38,26.0,2.0,2.0,18.0,28.0,151,7.0,19.0,47.0,0.0,7.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,16,7.0,1.0,0.0,0.0,0.0
2013-04-30,53,18,8.0,120,82,35,42,24.0,4.0,0.0,17.0,47.0,135,7.0,14.0,77.0,1.0,8.0,2.0,5.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,19,9.0,1.0,0.0,0.0,0.0
2013-05-31,54,18,19.0,129,94,32,35,14.0,1.0,0.0,10.0,46.0,266,8.0,18.0,61.0,0.0,13.0,0.0,9.0,0.0,12.0,0.0,1.0,0.0,2.0,0.0,0.0,28.0,34,9.0,1.0,0.0,0.0,0.0
2013-06-30,48,18,20.0,139,82,39,35,24.0,2.0,6.0,8.0,46.0,182,12.0,17.0,57.0,0.0,7.0,2.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,23,7.0,1.0,0.0,0.0,0.0
2013-07-31,46,18,23.0,170,78,33,34,29.0,5.0,0.0,15.0,51.0,202,3.0,19.0,37.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,8.0,26,7.0,0.0,0.0,0.0,0.0
2013-08-31,74,18,20.0,148,79,47,32,31.0,11.0,1.0,13.0,35.0,211,8.0,36.0,53.0,0.0,12.0,2.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,19,7.0,2.0,0.0,0.0,0.0
2013-09-30,51,18,27.0,155,99,46,35,28.0,7.0,0.0,18.0,28.0,144,9.0,20.0,36.0,0.0,5.0,1.0,4.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,8.0,22,8.0,1.0,0.0,0.0,0.0
2013-10-31,47,18,17.0,130,106,51,45,30.0,2.0,0.0,12.0,37.0,184,8.0,18.0,57.0,1.0,4.0,1.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,15,19.0,0.0,0.0,0.0,0.0
2013-11-30,60,18,19.0,137,101,27,33,18.0,3.0,0.0,14.0,31.0,141,12.0,17.0,40.0,0.0,4.0,1.0,6.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,16.0,19,7.0,2.0,0.0,0.0,0.0
2013-12-31,40,18,20.0,97,74,34,45,21.0,7.0,0.0,15.0,29.0,94,10.0,16.0,34.0,0.0,6.0,3.0,7.0,1.0,5.0,1.0,1.0,0.0,0.0,4.0,1.0,19.0,22,20.0,1.0,0.0,0.0,0.0
2014-01-31,46,18,16.0,99,77,41,33,18.0,7.0,1.0,6.0,26.0,82,9.0,19.0,29.0,0.0,2.0,0.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,19,15.0,0.0,0.0,0.0,0.0
2014-02-28,33,18,8.0,85,70,22,41,15.0,11.0,2.0,7.0,27.0,128,10.0,11.0,23.0,0.0,7.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,21.0,17,3.0,0.0,0.0,0.0,0.0
2014-03-31,47,18,20.0,117,108,32,48,32.0,2.0,0.0,17.0,50.0,134,10.0,24.0,26.0,0.0,6.0,3.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0,17,4.0,0.0,0.0,0.0,0.0
2014-04-30,54,18,20.0,104,96,61,40,25.0,3.0,4.0,18.0,21.0,195,6.0,21.0,33.0,0.0,8.0,0.0,7.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,30,9.0,1.0,0.0,0.0,0.0
2014-05-31,76,18,11.0,185,111,58,33,19.0,4.0,3.0,17.0,29.0,199,15.0,22.0,23.0,0.0,3.0,7.0,6.0,1.0,10.0,3.0,0.0,3.0,0.0,0.0,0.0,16.0,23,6.0,2.0,0.0,0.0,0.0
2014-06-30,64,18,14.0,149,103,37,54,35.0,4.0,6.0,11.0,24.0,172,6.0,14.0,49.0,0.0,9.0,1.0,9.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,12,8.0,1.0,0.0,0.0,0.0
2014-07-31,50,18,6.0,151,103,48,55,21.0,6.0,0.0,12.0,33.0,351,7.0,21.0,31.0,1.0,2.0,0.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,26,7.0,0.0,0.0,0.0,0.0
2014-08-31,53,18,10.0,139,76,47,39,22.0,6.0,0.0,17.0,29.0,283,8.0,11.0,39.0,0.0,2.0,1.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,13,11.0,1.0,0.0,0.0,0.0
2014-09-30,60,18,7.0,150,100,48,96,19.0,7.0,1.0,28.0,23.0,246,7.0,17.0,41.0,0.0,8.0,1.0,6.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,18.0,42,5.0,0.0,0.0,0.0,0.0
2014-10-31,71,18,23.0,161,85,59,105,28.0,2.0,0.0,13.0,43.0,236,6.0,19.0,24.0,6.0,3.0,4.0,5.0,1.0,5.0,1.0,4.0,1.0,0.0,0.0,0.0,20.0,29,9.0,1.0,0.0,0.0,0.0
2014-11-30,48,18,8.0,118,85,28,93,20.0,3.0,2.0,17.0,26.0,215,5.0,17.0,18.0,0.0,7.0,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,22,8.0,0.0,3.0,0.0,0.0
2014-12-31,50,18,12.0,121,99,42,107,15.0,1.0,1.0,6.0,36.0,122,5.0,19.0,19.0,1.0,7.0,1.0,6.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,18.0,22,6.0,0.0,0.0,0.0,0.0
2015-01-31,52,18,22.0,104,77,37,114,15.0,3.0,3.0,9.0,19.0,232,3.0,16.0,16.0,2.0,4.0,1.0,6.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,16.0,18,7.0,2.0,0.0,0.0,0.0
2015-02-28,43,18,4.0,88,80,17,81,15.0,2.0,3.0,7.0,24.0,179,3.0,9.0,13.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17,2.0,0.0,0.0,0.0,0.0
2015-03-31,57,18,11.0,92,127,70,73,17.0,2.0,1.0,13.0,18.0,185,13.0,17.0,8.0,0.0,5.0,2.0,8.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,22.0,24,6.0,2.0,0.0,0.0,0.0
2015-04-30,53,18,11.0,118,126,44,110,27.0,4.0,0.0,13.0,34.0,259,19.0,21.0,11.0,0.0,7.0,1.0,5.0,3.0,8.0,1.0,1.0,0.0,0.0,1.0,3.0,22.0,14,7.0,0.0,0.0,0.0,0.0
2015-05-31,63,18,12.0,140,120,31,78,41.0,2.0,1.0,16.0,25.0,214,7.0,23.0,13.0,3.0,6.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,16.0,20,5.0,1.0,1.0,0.0,0.0
2015-06-30,70,18,16.0,118,142,40,71,23.0,2.0,0.0,19.0,23.0,278,6.0,14.0,8.0,3.0,8.0,2.0,6.0,0.0,5.0,1.0,1.0,0.0,1.0,2.0,0.0,17.0,26,4.0,1.0,0.0,0.0,0.0
2015-07-31,65,18,18.0,126,107,69,98,32.0,1.0,0.0,10.0,26.0,414,13.0,15.0,17.0,3.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,26,7.0,0.0,1.0,0.0,0.0
2015-08-31,72,18,23.0,144,107,57,71,33.0,2.0,1.0,8.0,34.0,384,16.0,20.0,20.0,2.0,3.0,0.0,7.0,1.0,7.0,2.0,3.0,0.0,1.0,2.0,0.0,14.0,25,8.0,1.0,0.0,0.0,0.0
2015-09-30,76,18,21.0,164,122,47,61,22.0,5.0,2.0,7.0,33.0,196,14.0,9.0,21.0,0.0,5.0,1.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,14.0,29,8.0,1.0,0.0,0.0,0.0
2015-10-31,64,18,20.0,125,130,40,52,21.0,0.0,0.0,9.0,47.0,205,8.0,12.0,35.0,0.0,4.0,5.0,4.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,35.0,22,5.0,1.0,0.0,0.0,0.0
2015-11-30,60,18,13.0,111,99,50,52,20.0,0.0,1.0,11.0,29.0,126,8.0,22.0,16.0,0.0,6.0,3.0,5.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,19,3.0,1.0,0.0,0.0,0.0
2015-12-31,67,18,16.0,106,134,35,52,20.0,3.0,0.0,8.0,36.0,152,18.0,27.0,27.0,0.0,3.0,1.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,22,4.0,3.0,0.0,0.0,0.0
2016-01-31,53,18,21.0,93,120,22,51,20.0,3.0,2.0,5.0,23.0,83,5.0,16.0,17.0,0.0,1.0,0.0,10.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,21.0,13,6.0,1.0,0.0,0.0,0.0
2016-02-29,44,18,13.0,77,85,23,75,19.0,2.0,0.0,8.0,16.0,95,9.0,12.0,21.0,0.0,6.0,0.0,5.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,14,4.0,2.0,0.0,0.0,0.0
2016-03-31,53,18,12.0,81,132,25,47,29.0,11.0,1.0,10.0,21.0,140,16.0,14.0,39.0,0.0,1.0,2.0,4.0,0.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,40.0,26,6.0,1.0,0.0,0.0,0.0
2016-04-30,50,18,9.0,129,138,33,52,28.0,4.0,0.0,14.0,21.0,200,6.0,18.0,27.0,0.0,1.0,0.0,10.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,25,10.0,2.0,0.0,0.0,0.0
2016-05-31,67,18,15.0,115,156,44,56,33.0,5.0,0.0,23.0,26.0,169,10.0,23.0,25.0,0.0,6.0,1.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,26,7.0,0.0,0.0,0.0,0.0
2016-06-30,58,18,8.0,129,121,38,73,26.0,5.0,2.0,14.0,24.0,187,8.0,11.0,25.0,0.0,5.0,5.0,4.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,30.0,26,5.0,1.0,0.0,0.0,0.0
2016-07-31,62,18,10.0,110,94,38,68,21.0,3.0,2.0,6.0,22.0,124,12.0,16.0,12.0,0.0,2.0,2.0,5.0,0.0,7.0,3.0,4.0,1.0,1.0,1.0,0.0,17.0,35,5.0,3.0,0.0,0.0,0.0
2016-08-31,67,18,9.0,129,122,50,72,26.0,5.0,0.0,9.0,35.0,171,15.0,24.0,24.0,0.0,3.0,0.0,8.0,2.0,7.0,2.0,5.0,0.0,0.0,1.0,0.0,17.0,18,6.0,2.0,0.0,0.0,0.0
2016-09-30,54,18,17.0,130,125,44,60,43.0,1.0,2.0,13.0,27.0,135,18.0,19.0,16.0,0.0,5.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,24,5.0,1.0,0.0,0.0,0.0
2016-10-31,74,18,17.0,118,137,63,60,34.0,7.0,0.0,16.0,34.0,166,9.0,17.0,24.0,0.0,2.0,0.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,35,6.0,0.0,0.0,0.0,0.0
2016-11-30,69,18,14.0,102,140,40,42,27.0,4.0,4.0,8.0,19.0,117,12.0,12.0,30.0,0.0,0.0,1.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,25,3.0,1.0,0.0,0.0,0.0
2016-12-31,49,18,23.0,104,121,33,44,22.0,5.0,3.0,9.0,35.0,116,14.0,17.0,15.0,0.0,3.0,3.0,7.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,24,3.0,0.0,0.0,0.0,0.0
2017-01-31,43,18,30.0,116,127,33,54,27.0,4.0,1.0,6.0,29.0,92,10.0,16.0,31.0,0.0,6.0,2.0,4.0,0.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,20.0,33,8.0,2.0,1.0,0.0,0.0
2017-02-28,30,18,8.0,85,104,32,46,25.0,1.0,3.0,3.0,16.0,122,11.0,19.0,39.0,0.0,1.0,2.0,5.0,0.0,14.0,1.0,3.0,2.0,1.0,0.0,0.0,24.0,25,2.0,0.0,0.0,0.0,0.0
2017-03-31,61,18,13.0,133,86,26,47,21.0,8.0,2.0,6.0,27.0,101,9.0,9.0,21.0,0.0,7.0,3.0,2.0,0.0,10.0,0.0,2.0,1.0,0.0,1.0,0.0,39.0,14,4.0,1.0,0.0,0.0,0.0
2017-04-30,61,18,2.0,104,110,24,72,25.0,7.0,0.0,2.0,27.0,177,10.0,19.0,29.0,0.0,1.0,2.0,4.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,32.0,22,2.0,0.0,0.0,0.0,0.0
2017-05-31,64,18,7.0,114,108,25,47,23.0,2.0,0.0,5.0,33.0,138,14.0,17.0,49.0,0.0,3.0,1.0,3.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,29.0,21,6.0,1.0,1.0,0.0,0.0
2017-06-30,50,18,10.0,138,93,41,44,23.0,4.0,0.0,2.0,39.0,180,8.0,11.0,29.0,0.0,3.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,18,3.0,1.0,0.0,0.0,0.0
2017-07-31,59,18,9.0,113,73,45,73,28.0,6.0,0.0,7.0,24.0,163,7.0,16.0,22.0,0.0,3.0,2.0,5.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,1.0,39.0,27,10.0,0.0,0.0,0.0,0.0
2017-08-31,50,18,13.0,134,93,39,47,34.0,8.0,0.0,4.0,47.0,142,15.0,20.0,27.0,0.0,3.0,3.0,4.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,21,6.0,1.0,0.0,0.0,0.0
2017-09-30,53,18,4.0,128,97,34,71,29.0,1.0,1.0,7.0,30.0,145,8.0,28.0,29.0,0.0,4.0,0.0,2.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0,26,7.0,0.0,0.0,0.0,0.0
2017-10-31,59,18,14.0,137,114,42,75,29.0,0.0,3.0,6.0,39.0,124,10.0,23.0,27.0,0.0,2.0,3.0,5.0,0.0,6.0,5.0,0.0,0.0,0.0,2.0,0.0,15.0,30,9.0,0.0,0.0,0.0,0.0
2017-11-30,59,18,9.0,118,78,33,67,22.0,1.0,0.0,15.0,19.0,81,6.0,11.0,28.0,0.0,4.0,0.0,6.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,37,5.0,1.0,2.0,0.0,0.0
2017-12-31,52,18,15.0,87,90,35,58,28.0,2.0,1.0,7.0,27.0,70,3.0,18.0,26.0,0.0,4.0,3.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,32.0,20,3.0,0.0,1.0,0.0,0.0
2018-01-31,50,18,17.0,113,84,26,68,31.0,5.0,0.0,4.0,14.0,119,7.0,16.0,22.0,0.0,4.0,2.0,4.0,2.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,22.0,29,7.0,0.0,0.0,0.0,0.0
2018-02-28,53,18,11.0,102,86,22,45,21.0,4.0,0.0,1.0,20.0,86,12.0,14.0,23.0,0.0,4.0,1.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,25,10.0,1.0,0.0,0.0,0.0
2018-03-31,48,18,2.0,100,91,23,39,21.0,1.0,0.0,8.0,24.0,116,19.0,8.0,28.0,0.0,1.0,1.0,5.0,3.0,15.0,5.0,3.0,0.0,0.0,1.0,0.0,28.0,25,5.0,1.0,0.0,0.0,0.0
2018-04-30,62,18,11.0,137,103,51,73,28.0,8.0,0.0,6.0,25.0,214,9.0,15.0,23.0,0.0,3.0,3.0,4.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,19,8.0,1.0,0.0,0.0,0.0
2018-05-31,77,18,11.0,123,115,49,98,28.0,3.0,0.0,2.0,36.0,178,10.0,17.0,16.0,0.0,7.0,5.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,22,6.0,2.0,0.0,0.0,0.0
2018-06-30,57,18,12.0,106,93,31,79,23.0,8.0,2.0,4.0,40.0,133,11.0,9.0,32.0,0.0,1.0,0.0,3.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,23,4.0,2.0,0.0,0.0,0.0
2018-07-31,58,18,6.0,129,85,38,84,30.0,4.0,1.0,4.0,39.0,184,11.0,19.0,44.0,0.0,5.0,1.0,10.0,0.0,14.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,28,4.0,3.0,0.0,0.0,0.0
2018-08-31,62,18,7.0,149,80,61,62,33.0,5.0,0.0,2.0,32.0,188,4.0,23.0,38.0,0.0,5.0,2.0,0.0,1.0,13.0,1.0,2.0,0.0,1.0,2.0,1.0,18.0,33,11.0,0.0,0.0,0.0,0.0
2018-09-30,52,18,12.0,150,84,33,84,29.0,5.0,0.0,6.0,39.0,143,17.0,17.0,39.0,0.0,1.0,0.0,5.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,21,8.0,2.0,1.0,0.0,0.0
2018-10-31,71,18,11.0,171,127,32,70,33.0,8.0,0.0,3.0,56.0,156,9.0,21.0,27.0,0.0,5.0,3.0,1.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,28,5.0,0.0,0.0,0.0,0.0
2018-11-30,41,18,17.0,108,107,31,72,29.0,6.0,0.0,4.0,33.0,82,11.0,12.0,15.0,0.0,0.0,3.0,3.0,0.0,19.0,2.0,0.0,0.0,0.0,1.0,0.0,26.0,28,3.0,3.0,0.0,0.0,0.0
2018-12-31,47,18,3.0,106,93,43,58,23.0,7.0,0.0,5.0,17.0,91,10.0,10.0,21.0,0.0,3.0,2.0,7.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,37,6.0,2.0,0.0,0.0,0.0
2019-01-31,45,18,15.0,108,88,39,47,24.0,5.0,0.0,9.0,23.0,93,7.0,12.0,26.0,0.0,6.0,3.0,3.0,1.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,25,6.0,0.0,0.0,0.0,0.0
2019-02-28,52,18,6.0,125,82,44,45,19.0,2.0,1.0,4.0,16.0,118,8.0,10.0,38.0,0.0,2.0,4.0,2.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,22.0,25,4.0,0.0,0.0,0.0,0.0
2019-03-31,51,18,7.0,100,91,18,41,22.0,3.0,0.0,6.0,12.0,136,12.0,14.0,41.0,0.0,3.0,1.0,8.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,23,6.0,1.0,0.0,0.0,0.0
2019-04-30,44,18,4.0,137,104,34,48,26.0,3.0,0.0,4.0,13.0,146,10.0,18.0,37.0,0.0,9.0,1.0,1.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,17,10.0,1.0,0.0,0.0,0.0
2019-05-31,33,18,6.0,67,61,25,23,15.0,2.0,1.0,3.0,15.0,79,6.0,12.0,27.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10,10.0,0.0,2.0,0.0,0.0
2006-01-31,3,77,0.0,27,2,4,3,0.0,1.0,0.0,2.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0
2006-02-28,2,77,0.0,14,3,3,8,2.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0
2006-03-31,6,77,0.0,19,3,6,6,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0
2006-04-30,7,77,1.0,15,2,5,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0
2006-05-31,8,77,0.0,26,2,5,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0
2006-06-30,5,77,0.0,21,3,12,8,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0
2006-07-31,2,77,0.0,23,7,2,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,0.0,0.0,0.0,0.0
2006-08-31,6,77,0.0,23,6,4,11,0.0,0.0,0.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,0.0
2006-09-30,4,77,0.0,29,5,8,10,1.0,1.0,0.0,0.0,0.0,4,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0
2006-10-31,8,77,0.0,29,3,7,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.0,0.0,0.0,0.0,0.0
2006-11-30,2,77,0.0,23,3,1,8,0.0,1.0,0.0,1.0,0.0,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2006-12-31,5,77,0.0,37,3,2,12,0.0,0.0,0.0,3.0,0.0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0
2007-01-31,1,77,0.0,28,6,5,9,0.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0
2007-02-28,3,77,0.0,22,3,4,3,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0
2007-03-31,3,77,0.0,27,10,14,6,0.0,0.0,0.0,3.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0
2007-04-30,5,77,0.0,32,1,9,11,2.0,0.0,0.0,2.0,0.0,3,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2007-05-31,2,77,0.0,27,0,5,12,1.0,0.0,0.0,2.0,0.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0
2007-06-30,5,77,0.0,24,3,5,10,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0
2007-07-31,9,77,0.0,33,5,8,11,0.0,1.0,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0
2007-08-31,4,77,0.0,32,2,10,10,1.0,0.0,0.0,1.0,0.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0
2007-09-30,3,77,0.0,37,0,2,4,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2007-10-31,5,77,0.0,31,6,11,12,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2007-11-30,2,77,0.0,38,3,1,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0
2007-12-31,5,77,0.0,36,2,5,14,0.0,0.0,0.0,2.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0
2008-01-31,5,77,0.0,31,5,2,11,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0,77,0.0,31,2,1,9,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0
2008-03-31,1,77,0.0,30,1,3,12,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0
