ds,values,district,type,model,DISTRICT_
2012-09-30,570.0,dist_17,Time Series,prophet,17
2012-10-31,599.0,dist_17,Time Series,prophet,17
2012-11-30,388.0,dist_17,Time Series,prophet,17
2012-12-31,465.0,dist_17,Time Series,prophet,17
2013-01-31,489.0,dist_17,Time Series,prophet,17
2013-02-28,401.0,dist_17,Time Series,prophet,17
2013-03-31,532.0,dist_17,Time Series,prophet,17
2013-04-30,513.0,dist_17,Time Series,prophet,17
2013-05-31,536.0,dist_17,Time Series,prophet,17
2013-06-30,548.0,dist_17,Time Series,prophet,17
2013-07-31,636.0,dist_17,Time Series,prophet,17
2013-08-31,633.0,dist_17,Time Series,prophet,17
2013-09-30,495.0,dist_17,Time Series,prophet,17
2013-10-31,554.0,dist_17,Time Series,prophet,17
2013-11-30,477.0,dist_17,Time Series,prophet,17
2013-12-31,410.0,dist_17,Time Series,prophet,17
2014-01-31,318.0,dist_17,Time Series,prophet,17
2014-02-28,326.0,dist_17,Time Series,prophet,17
2014-03-31,437.0,dist_17,Time Series,prophet,17
2014-04-30,449.0,dist_17,Time Series,prophet,17
2014-05-31,487.0,dist_17,Time Series,prophet,17
2014-06-30,494.0,dist_17,Time Series,prophet,17
2014-07-31,594.0,dist_17,Time Series,prophet,17
2014-08-31,488.0,dist_17,Time Series,prophet,17
2014-09-30,492.0,dist_17,Time Series,prophet,17
2014-10-31,474.0,dist_17,Time Series,prophet,17
2014-11-30,361.0,dist_17,Time Series,prophet,17
2014-12-31,301.0,dist_17,Time Series,prophet,17
2015-01-31,332.0,dist_17,Time Series,prophet,17
2015-02-28,291.0,dist_17,Time Series,prophet,17
2015-03-31,339.0,dist_17,Time Series,prophet,17
2015-04-30,460.0,dist_17,Time Series,prophet,17
2015-05-31,514.0,dist_17,Time Series,prophet,17
2015-06-30,478.0,dist_17,Time Series,prophet,17
2015-07-31,517.0,dist_17,Time Series,prophet,17
2015-08-31,579.0,dist_17,Time Series,prophet,17
2015-09-30,445.0,dist_17,Time Series,prophet,17
2015-10-31,446.0,dist_17,Time Series,prophet,17
2015-11-30,392.0,dist_17,Time Series,prophet,17
2015-12-31,404.0,dist_17,Time Series,prophet,17
2016-01-31,279.0,dist_17,Time Series,prophet,17
2016-02-29,285.0,dist_17,Time Series,prophet,17
2016-03-31,374.0,dist_17,Time Series,prophet,17
2016-04-30,358.0,dist_17,Time Series,prophet,17
2016-05-31,382.0,dist_17,Time Series,prophet,17
2016-06-30,419.0,dist_17,Time Series,prophet,17
2016-07-31,354.0,dist_17,Time Series,prophet,17
2016-08-31,391.0,dist_17,Time Series,prophet,17
2016-09-30,376.0,dist_17,Time Series,prophet,17
2016-10-31,339.0,dist_17,Time Series,prophet,17
2016-11-30,291.0,dist_17,Time Series,prophet,17
2016-12-31,311.0,dist_17,Time Series,prophet,17
2017-01-31,378.0,dist_17,Time Series,prophet,17
2017-02-28,306.0,dist_17,Time Series,prophet,17
2017-03-31,354.0,dist_17,Time Series,prophet,17
2017-04-30,373.0,dist_17,Time Series,prophet,17
2017-05-31,410.0,dist_17,Time Series,prophet,17
2017-06-30,403.0,dist_17,Time Series,prophet,17
2017-07-31,350.0,dist_17,Time Series,prophet,17
2017-08-31,390.0,dist_17,Time Series,prophet,17
2017-09-30,383.0,dist_17,Time Series,prophet,17
2017-10-31,362.0,dist_17,Time Series,prophet,17
2017-11-30,376.0,dist_17,Time Series,prophet,17
2017-12-31,278.0,dist_17,Time Series,prophet,17
2018-01-31,412.0,dist_17,Time Series,prophet,17
2018-02-28,349.0,dist_17,Time Series,prophet,17
2018-03-31,343.0,dist_17,Time Series,prophet,17
2018-04-30,350.0,dist_17,Time Series,prophet,17
2018-05-31,370.0,dist_17,Time Series,prophet,17
2018-06-30,426.0,dist_17,Time Series,prophet,17
2018-07-31,454.0,dist_17,Time Series,prophet,17
2018-08-31,437.0,dist_17,Time Series,prophet,17
2018-09-30,415.0,dist_17,Time Series,prophet,17
2018-10-31,400.0,dist_17,Time Series,prophet,17
2018-11-30,385.0,dist_17,Time Series,prophet,17
2018-12-31,360.0,dist_17,Time Series,prophet,17
2019-01-31,341.0,dist_17,Time Series,prophet,17
2019-02-28,368.0,dist_17,Time Series,prophet,17
2019-03-31,369.0,dist_17,Time Series,prophet,17
2019-04-30,367.0,dist_17,Time Series,prophet,17
2006-01-31,362.0,dist_7,Time Series,prophet,7
2006-02-28,325.0,dist_7,Time Series,prophet,7
2006-03-31,335.0,dist_7,Time Series,prophet,7
2006-04-30,389.0,dist_7,Time Series,prophet,7
2006-05-31,428.0,dist_7,Time Series,prophet,7
2006-06-30,415.0,dist_7,Time Series,prophet,7
2006-07-31,400.0,dist_7,Time Series,prophet,7
2006-08-31,474.0,dist_7,Time Series,prophet,7
2006-09-30,369.0,dist_7,Time Series,prophet,7
2006-10-31,405.0,dist_7,Time Series,prophet,7
2006-11-30,340.0,dist_7,Time Series,prophet,7
2006-12-31,371.0,dist_7,Time Series,prophet,7
2007-01-31,326.0,dist_7,Time Series,prophet,7
2007-02-28,278.0,dist_7,Time Series,prophet,7
2007-03-31,344.0,dist_7,Time Series,prophet,7
2007-04-30,323.0,dist_7,Time Series,prophet,7
2007-05-31,419.0,dist_7,Time Series,prophet,7
2007-06-30,381.0,dist_7,Time Series,prophet,7
2007-07-31,360.0,dist_7,Time Series,prophet,7
2007-08-31,408.0,dist_7,Time Series,prophet,7
2007-09-30,423.0,dist_7,Time Series,prophet,7
2007-10-31,409.0,dist_7,Time Series,prophet,7
2007-11-30,390.0,dist_7,Time Series,prophet,7
2007-12-31,426.0,dist_7,Time Series,prophet,7
2008-01-31,404.0,dist_7,Time Series,prophet,7
2008-02-29,327.0,dist_7,Time Series,prophet,7
2008-03-31,318.0,dist_7,Time Series,prophet,7
2008-04-30,338.0,dist_7,Time Series,prophet,7
2008-05-31,341.0,dist_7,Time Series,prophet,7
2008-06-30,365.0,dist_7,Time Series,prophet,7
2008-07-31,383.0,dist_7,Time Series,prophet,7
2008-08-31,388.0,dist_7,Time Series,prophet,7
2008-09-30,403.0,dist_7,Time Series,prophet,7
2008-10-31,343.0,dist_7,Time Series,prophet,7
2008-11-30,367.0,dist_7,Time Series,prophet,7
2008-12-31,359.0,dist_7,Time Series,prophet,7
2009-01-31,325.0,dist_7,Time Series,prophet,7
2009-02-28,301.0,dist_7,Time Series,prophet,7
2009-03-31,302.0,dist_7,Time Series,prophet,7
2009-04-30,359.0,dist_7,Time Series,prophet,7
2009-05-31,360.0,dist_7,Time Series,prophet,7
2009-06-30,370.0,dist_7,Time Series,prophet,7
2009-07-31,367.0,dist_7,Time Series,prophet,7
2009-08-31,460.0,dist_7,Time Series,prophet,7
2009-09-30,353.0,dist_7,Time Series,prophet,7
2009-10-31,340.0,dist_7,Time Series,prophet,7
2009-11-30,325.0,dist_7,Time Series,prophet,7
2009-12-31,368.0,dist_7,Time Series,prophet,7
2010-01-31,321.0,dist_7,Time Series,prophet,7
2010-02-28,245.0,dist_7,Time Series,prophet,7
2010-03-31,327.0,dist_7,Time Series,prophet,7
2010-04-30,362.0,dist_7,Time Series,prophet,7
2010-05-31,378.0,dist_7,Time Series,prophet,7
2010-06-30,407.0,dist_7,Time Series,prophet,7
2010-07-31,341.0,dist_7,Time Series,prophet,7
2010-08-31,457.0,dist_7,Time Series,prophet,7
2010-09-30,331.0,dist_7,Time Series,prophet,7
2010-10-31,341.0,dist_7,Time Series,prophet,7
2010-11-30,331.0,dist_7,Time Series,prophet,7
2010-12-31,292.0,dist_7,Time Series,prophet,7
2011-01-31,297.0,dist_7,Time Series,prophet,7
2011-02-28,300.0,dist_7,Time Series,prophet,7
2011-03-31,356.0,dist_7,Time Series,prophet,7
2011-04-30,360.0,dist_7,Time Series,prophet,7
2011-05-31,392.0,dist_7,Time Series,prophet,7
2011-06-30,378.0,dist_7,Time Series,prophet,7
2011-07-31,420.0,dist_7,Time Series,prophet,7
2011-08-31,361.0,dist_7,Time Series,prophet,7
2011-09-30,397.0,dist_7,Time Series,prophet,7
2011-10-31,345.0,dist_7,Time Series,prophet,7
2011-11-30,319.0,dist_7,Time Series,prophet,7
2011-12-31,289.0,dist_7,Time Series,prophet,7
2012-01-31,298.0,dist_7,Time Series,prophet,7
2012-02-29,328.0,dist_7,Time Series,prophet,7
2012-03-31,341.0,dist_7,Time Series,prophet,7
2012-04-30,307.0,dist_7,Time Series,prophet,7
2012-05-31,326.0,dist_7,Time Series,prophet,7
2012-06-30,322.0,dist_7,Time Series,prophet,7
2012-07-31,351.0,dist_7,Time Series,prophet,7
2012-08-31,351.0,dist_7,Time Series,prophet,7
2012-09-30,349.0,dist_7,Time Series,prophet,7
2012-10-31,318.0,dist_7,Time Series,prophet,7
2012-11-30,314.0,dist_7,Time Series,prophet,7
2012-12-31,294.0,dist_7,Time Series,prophet,7
2013-01-31,314.0,dist_7,Time Series,prophet,7
2013-02-28,321.0,dist_7,Time Series,prophet,7
2013-03-31,277.0,dist_7,Time Series,prophet,7
2013-04-30,292.0,dist_7,Time Series,prophet,7
2013-05-31,324.0,dist_7,Time Series,prophet,7
2013-06-30,294.0,dist_7,Time Series,prophet,7
2013-07-31,321.0,dist_7,Time Series,prophet,7
2013-08-31,315.0,dist_7,Time Series,prophet,7
2013-09-30,292.0,dist_7,Time Series,prophet,7
2013-10-31,307.0,dist_7,Time Series,prophet,7
2013-11-30,271.0,dist_7,Time Series,prophet,7
2013-12-31,286.0,dist_7,Time Series,prophet,7
2014-01-31,253.0,dist_7,Time Series,prophet,7
2014-02-28,259.0,dist_7,Time Series,prophet,7
2014-03-31,290.0,dist_7,Time Series,prophet,7
2014-04-30,319.0,dist_7,Time Series,prophet,7
2014-05-31,283.0,dist_7,Time Series,prophet,7
2014-06-30,307.0,dist_7,Time Series,prophet,7
2014-07-31,293.0,dist_7,Time Series,prophet,7
2014-08-31,306.0,dist_7,Time Series,prophet,7
2014-09-30,344.0,dist_7,Time Series,prophet,7
2014-10-31,405.0,dist_7,Time Series,prophet,7
2014-11-30,256.0,dist_7,Time Series,prophet,7
2014-12-31,304.0,dist_7,Time Series,prophet,7
2015-01-31,267.0,dist_7,Time Series,prophet,7
2015-02-28,222.0,dist_7,Time Series,prophet,7
2015-03-31,289.0,dist_7,Time Series,prophet,7
2015-04-30,317.0,dist_7,Time Series,prophet,7
2015-05-31,298.0,dist_7,Time Series,prophet,7
2015-06-30,294.0,dist_7,Time Series,prophet,7
2015-07-31,320.0,dist_7,Time Series,prophet,7
2015-08-31,352.0,dist_7,Time Series,prophet,7
2015-09-30,295.0,dist_7,Time Series,prophet,7
2015-10-31,317.0,dist_7,Time Series,prophet,7
2015-11-30,280.0,dist_7,Time Series,prophet,7
2015-12-31,257.0,dist_7,Time Series,prophet,7
2016-01-31,233.0,dist_7,Time Series,prophet,7
2016-02-29,223.0,dist_7,Time Series,prophet,7
2016-03-31,245.0,dist_7,Time Series,prophet,7
2016-04-30,278.0,dist_7,Time Series,prophet,7
2016-05-31,341.0,dist_7,Time Series,prophet,7
2016-06-30,336.0,dist_7,Time Series,prophet,7
2016-07-31,282.0,dist_7,Time Series,prophet,7
2016-08-31,306.0,dist_7,Time Series,prophet,7
2016-09-30,270.0,dist_7,Time Series,prophet,7
2016-10-31,289.0,dist_7,Time Series,prophet,7
2016-11-30,256.0,dist_7,Time Series,prophet,7
2016-12-31,281.0,dist_7,Time Series,prophet,7
2017-01-31,266.0,dist_7,Time Series,prophet,7
2017-02-28,239.0,dist_7,Time Series,prophet,7
2017-03-31,252.0,dist_7,Time Series,prophet,7
2017-04-30,215.0,dist_7,Time Series,prophet,7
2017-05-31,268.0,dist_7,Time Series,prophet,7
2017-06-30,286.0,dist_7,Time Series,prophet,7
2017-07-31,252.0,dist_7,Time Series,prophet,7
2017-08-31,261.0,dist_7,Time Series,prophet,7
2017-09-30,222.0,dist_7,Time Series,prophet,7
2017-10-31,249.0,dist_7,Time Series,prophet,7
2017-11-30,221.0,dist_7,Time Series,prophet,7
2017-12-31,198.0,dist_7,Time Series,prophet,7
2018-01-31,232.0,dist_7,Time Series,prophet,7
2018-02-28,207.0,dist_7,Time Series,prophet,7
2018-03-31,235.0,dist_7,Time Series,prophet,7
2018-04-30,238.0,dist_7,Time Series,prophet,7
2018-05-31,244.0,dist_7,Time Series,prophet,7
2018-06-30,257.0,dist_7,Time Series,prophet,7
2018-07-31,213.0,dist_7,Time Series,prophet,7
2018-08-31,219.0,dist_7,Time Series,prophet,7
2018-09-30,219.0,dist_7,Time Series,prophet,7
2018-10-31,229.0,dist_7,Time Series,prophet,7
2018-11-30,216.0,dist_7,Time Series,prophet,7
2018-12-31,214.0,dist_7,Time Series,prophet,7
2019-01-31,206.0,dist_7,Time Series,prophet,7
2019-02-28,191.0,dist_7,Time Series,prophet,7
2019-03-31,221.0,dist_7,Time Series,prophet,7
2019-04-30,213.0,dist_7,Time Series,prophet,7
2006-01-31,681.0,dist_8,Time Series,prophet,8
2006-02-28,654.0,dist_8,Time Series,prophet,8
2006-03-31,623.0,dist_8,Time Series,prophet,8
2006-04-30,598.0,dist_8,Time Series,prophet,8
2006-05-31,664.0,dist_8,Time Series,prophet,8
2006-06-30,706.0,dist_8,Time Series,prophet,8
2006-07-31,702.0,dist_8,Time Series,prophet,8
2006-08-31,775.0,dist_8,Time Series,prophet,8
2006-09-30,641.0,dist_8,Time Series,prophet,8
2006-10-31,651.0,dist_8,Time Series,prophet,8
2006-11-30,657.0,dist_8,Time Series,prophet,8
2006-12-31,704.0,dist_8,Time Series,prophet,8
2007-01-31,570.0,dist_8,Time Series,prophet,8
2007-02-28,521.0,dist_8,Time Series,prophet,8
2007-03-31,633.0,dist_8,Time Series,prophet,8
2007-04-30,641.0,dist_8,Time Series,prophet,8
2007-05-31,744.0,dist_8,Time Series,prophet,8
2007-06-30,705.0,dist_8,Time Series,prophet,8
2007-07-31,816.0,dist_8,Time Series,prophet,8
2007-08-31,843.0,dist_8,Time Series,prophet,8
2007-09-30,664.0,dist_8,Time Series,prophet,8
2007-10-31,607.0,dist_8,Time Series,prophet,8
2007-11-30,589.0,dist_8,Time Series,prophet,8
2007-12-31,675.0,dist_8,Time Series,prophet,8
2008-01-31,586.0,dist_8,Time Series,prophet,8
2008-02-29,614.0,dist_8,Time Series,prophet,8
2008-03-31,724.0,dist_8,Time Series,prophet,8
2008-04-30,688.0,dist_8,Time Series,prophet,8
2008-05-31,684.0,dist_8,Time Series,prophet,8
2008-06-30,722.0,dist_8,Time Series,prophet,8
2008-07-31,702.0,dist_8,Time Series,prophet,8
2008-08-31,638.0,dist_8,Time Series,prophet,8
2008-09-30,622.0,dist_8,Time Series,prophet,8
2008-10-31,612.0,dist_8,Time Series,prophet,8
2008-11-30,616.0,dist_8,Time Series,prophet,8
2008-12-31,589.0,dist_8,Time Series,prophet,8
2009-01-31,532.0,dist_8,Time Series,prophet,8
2009-02-28,401.0,dist_8,Time Series,prophet,8
2009-03-31,619.0,dist_8,Time Series,prophet,8
2009-04-30,556.0,dist_8,Time Series,prophet,8
2009-05-31,597.0,dist_8,Time Series,prophet,8
2009-06-30,690.0,dist_8,Time Series,prophet,8
2009-07-31,630.0,dist_8,Time Series,prophet,8
2009-08-31,703.0,dist_8,Time Series,prophet,8
2009-09-30,607.0,dist_8,Time Series,prophet,8
2009-10-31,607.0,dist_8,Time Series,prophet,8
2009-11-30,611.0,dist_8,Time Series,prophet,8
2009-12-31,567.0,dist_8,Time Series,prophet,8
2010-01-31,447.0,dist_8,Time Series,prophet,8
2010-02-28,387.0,dist_8,Time Series,prophet,8
2010-03-31,468.0,dist_8,Time Series,prophet,8
2010-04-30,550.0,dist_8,Time Series,prophet,8
2010-05-31,593.0,dist_8,Time Series,prophet,8
2010-06-30,662.0,dist_8,Time Series,prophet,8
2010-07-31,690.0,dist_8,Time Series,prophet,8
2010-08-31,695.0,dist_8,Time Series,prophet,8
2010-09-30,567.0,dist_8,Time Series,prophet,8
2010-10-31,516.0,dist_8,Time Series,prophet,8
2010-11-30,523.0,dist_8,Time Series,prophet,8
2010-12-31,433.0,dist_8,Time Series,prophet,8
2011-01-31,506.0,dist_8,Time Series,prophet,8
2011-02-28,451.0,dist_8,Time Series,prophet,8
2011-03-31,539.0,dist_8,Time Series,prophet,8
2011-04-30,584.0,dist_8,Time Series,prophet,8
2011-05-31,633.0,dist_8,Time Series,prophet,8
2011-06-30,619.0,dist_8,Time Series,prophet,8
2011-07-31,673.0,dist_8,Time Series,prophet,8
2011-08-31,705.0,dist_8,Time Series,prophet,8
2011-09-30,580.0,dist_8,Time Series,prophet,8
2011-10-31,487.0,dist_8,Time Series,prophet,8
2011-11-30,540.0,dist_8,Time Series,prophet,8
2011-12-31,476.0,dist_8,Time Series,prophet,8
2012-01-31,473.0,dist_8,Time Series,prophet,8
2012-02-29,478.0,dist_8,Time Series,prophet,8
2012-03-31,589.0,dist_8,Time Series,prophet,8
2012-04-30,619.0,dist_8,Time Series,prophet,8
2012-05-31,583.0,dist_8,Time Series,prophet,8
2012-06-30,637.0,dist_8,Time Series,prophet,8
2012-07-31,573.0,dist_8,Time Series,prophet,8
2012-08-31,590.0,dist_8,Time Series,prophet,8
2012-09-30,595.0,dist_8,Time Series,prophet,8
2012-10-31,582.0,dist_8,Time Series,prophet,8
2012-11-30,551.0,dist_8,Time Series,prophet,8
2012-12-31,484.0,dist_8,Time Series,prophet,8
2013-01-31,498.0,dist_8,Time Series,prophet,8
2013-02-28,448.0,dist_8,Time Series,prophet,8
2013-03-31,483.0,dist_8,Time Series,prophet,8
2013-04-30,457.0,dist_8,Time Series,prophet,8
2013-05-31,451.0,dist_8,Time Series,prophet,8
2013-06-30,574.0,dist_8,Time Series,prophet,8
2013-07-31,561.0,dist_8,Time Series,prophet,8
2013-08-31,541.0,dist_8,Time Series,prophet,8
2013-09-30,487.0,dist_8,Time Series,prophet,8
2013-10-31,526.0,dist_8,Time Series,prophet,8
2013-11-30,505.0,dist_8,Time Series,prophet,8
2013-12-31,403.0,dist_8,Time Series,prophet,8
2014-01-31,415.0,dist_8,Time Series,prophet,8
2014-02-28,407.0,dist_8,Time Series,prophet,8
2014-03-31,475.0,dist_8,Time Series,prophet,8
2014-04-30,496.0,dist_8,Time Series,prophet,8
2014-05-31,494.0,dist_8,Time Series,prophet,8
2014-06-30,526.0,dist_8,Time Series,prophet,8
2014-07-31,627.0,dist_8,Time Series,prophet,8
2014-08-31,521.0,dist_8,Time Series,prophet,8
2014-09-30,450.0,dist_8,Time Series,prophet,8
2014-10-31,512.0,dist_8,Time Series,prophet,8
2014-11-30,438.0,dist_8,Time Series,prophet,8
2014-12-31,444.0,dist_8,Time Series,prophet,8
2015-01-31,367.0,dist_8,Time Series,prophet,8
2015-02-28,308.0,dist_8,Time Series,prophet,8
2015-03-31,419.0,dist_8,Time Series,prophet,8
2015-04-30,417.0,dist_8,Time Series,prophet,8
2015-05-31,453.0,dist_8,Time Series,prophet,8
2015-06-30,416.0,dist_8,Time Series,prophet,8
2015-07-31,411.0,dist_8,Time Series,prophet,8
2015-08-31,501.0,dist_8,Time Series,prophet,8
2015-09-30,446.0,dist_8,Time Series,prophet,8
2015-10-31,423.0,dist_8,Time Series,prophet,8
2015-11-30,385.0,dist_8,Time Series,prophet,8
2015-12-31,415.0,dist_8,Time Series,prophet,8
2016-01-31,401.0,dist_8,Time Series,prophet,8
2016-02-29,429.0,dist_8,Time Series,prophet,8
2016-03-31,432.0,dist_8,Time Series,prophet,8
2016-04-30,366.0,dist_8,Time Series,prophet,8
2016-05-31,432.0,dist_8,Time Series,prophet,8
2016-06-30,455.0,dist_8,Time Series,prophet,8
2016-07-31,411.0,dist_8,Time Series,prophet,8
2016-08-31,465.0,dist_8,Time Series,prophet,8
2016-09-30,417.0,dist_8,Time Series,prophet,8
2016-10-31,463.0,dist_8,Time Series,prophet,8
2016-11-30,441.0,dist_8,Time Series,prophet,8
2016-12-31,391.0,dist_8,Time Series,prophet,8
2017-01-31,351.0,dist_8,Time Series,prophet,8
2017-02-28,358.0,dist_8,Time Series,prophet,8
2017-03-31,377.0,dist_8,Time Series,prophet,8
2017-04-30,354.0,dist_8,Time Series,prophet,8
2017-05-31,413.0,dist_8,Time Series,prophet,8
2017-06-30,429.0,dist_8,Time Series,prophet,8
2017-07-31,448.0,dist_8,Time Series,prophet,8
2017-08-31,431.0,dist_8,Time Series,prophet,8
2017-09-30,377.0,dist_8,Time Series,prophet,8
2017-10-31,386.0,dist_8,Time Series,prophet,8
2017-11-30,338.0,dist_8,Time Series,prophet,8
2017-12-31,354.0,dist_8,Time Series,prophet,8
2018-01-31,326.0,dist_8,Time Series,prophet,8
2018-02-28,316.0,dist_8,Time Series,prophet,8
2018-03-31,328.0,dist_8,Time Series,prophet,8
2018-04-30,380.0,dist_8,Time Series,prophet,8
2018-05-31,371.0,dist_8,Time Series,prophet,8
2018-06-30,423.0,dist_8,Time Series,prophet,8
2018-07-31,440.0,dist_8,Time Series,prophet,8
2018-08-31,423.0,dist_8,Time Series,prophet,8
2018-09-30,362.0,dist_8,Time Series,prophet,8
2018-10-31,334.0,dist_8,Time Series,prophet,8
2018-11-30,356.0,dist_8,Time Series,prophet,8
2018-12-31,400.0,dist_8,Time Series,prophet,8
2019-01-31,344.0,dist_8,Time Series,prophet,8
2019-02-28,373.0,dist_8,Time Series,prophet,8
2019-03-31,389.0,dist_8,Time Series,prophet,8
2019-04-30,387.0,dist_8,Time Series,prophet,8
2006-01-31,638.0,dist_9,Time Series,prophet,9
2006-02-28,518.0,dist_9,Time Series,prophet,9
2006-03-31,683.0,dist_9,Time Series,prophet,9
2006-04-30,657.0,dist_9,Time Series,prophet,9
2006-05-31,747.0,dist_9,Time Series,prophet,9
2006-06-30,737.0,dist_9,Time Series,prophet,9
2006-07-31,856.0,dist_9,Time Series,prophet,9
2006-08-31,758.0,dist_9,Time Series,prophet,9
2006-09-30,746.0,dist_9,Time Series,prophet,9
2006-10-31,730.0,dist_9,Time Series,prophet,9
2006-11-30,637.0,dist_9,Time Series,prophet,9
2006-12-31,561.0,dist_9,Time Series,prophet,9
2007-01-31,570.0,dist_9,Time Series,prophet,9
2007-02-28,409.0,dist_9,Time Series,prophet,9
2007-03-31,546.0,dist_9,Time Series,prophet,9
2007-04-30,599.0,dist_9,Time Series,prophet,9
2007-05-31,662.0,dist_9,Time Series,prophet,9
2007-06-30,656.0,dist_9,Time Series,prophet,9
2007-07-31,658.0,dist_9,Time Series,prophet,9
2007-08-31,661.0,dist_9,Time Series,prophet,9
2007-09-30,627.0,dist_9,Time Series,prophet,9
2007-10-31,746.0,dist_9,Time Series,prophet,9
2007-11-30,635.0,dist_9,Time Series,prophet,9
2007-12-31,599.0,dist_9,Time Series,prophet,9
2008-01-31,731.0,dist_9,Time Series,prophet,9
2008-02-29,604.0,dist_9,Time Series,prophet,9
2008-03-31,718.0,dist_9,Time Series,prophet,9
2008-04-30,705.0,dist_9,Time Series,prophet,9
2008-05-31,683.0,dist_9,Time Series,prophet,9
2008-06-30,740.0,dist_9,Time Series,prophet,9
2008-07-31,769.0,dist_9,Time Series,prophet,9
2008-08-31,729.0,dist_9,Time Series,prophet,9
2008-09-30,632.0,dist_9,Time Series,prophet,9
2008-10-31,782.0,dist_9,Time Series,prophet,9
2008-11-30,704.0,dist_9,Time Series,prophet,9
2008-12-31,622.0,dist_9,Time Series,prophet,9
2009-01-31,638.0,dist_9,Time Series,prophet,9
2009-02-28,482.0,dist_9,Time Series,prophet,9
2009-03-31,559.0,dist_9,Time Series,prophet,9
2009-04-30,716.0,dist_9,Time Series,prophet,9
2009-05-31,739.0,dist_9,Time Series,prophet,9
2009-06-30,654.0,dist_9,Time Series,prophet,9
2009-07-31,711.0,dist_9,Time Series,prophet,9
2009-08-31,692.0,dist_9,Time Series,prophet,9
2009-09-30,671.0,dist_9,Time Series,prophet,9
2009-10-31,643.0,dist_9,Time Series,prophet,9
2009-11-30,571.0,dist_9,Time Series,prophet,9
2009-12-31,560.0,dist_9,Time Series,prophet,9
